payment_id,ticket_id,payment_method,status,payment_date
5982,200465,,Completed,45554.37174
5983,159117,Credit Card,Pending,45923.74218
5984,222355,PayPal,Completed,45415.44918
5985,275314,cr edit card,PE NDING,45417.87034
5986,102536,Debit Card,,44868.5782
5987,15610,PayPal,,44245.81224
5988,106391,PayPal,CO MPLETED,45803.08544
5989,130625,PayPal,Failed,45713.1785
5990,79185,Credit Card,Failed,43916.49688
5991,36908,Credit Card,failed,44904.80862
5992,204361,Credit Card,Failed,44092.84874
5993,2674,Debit Card,PENDING,45791.58079
5994,267748,Credit Card,,45923.87609
5995,69765,mo bile money,Completed,43846.92248
5996,44443,cr edit card,Failed,45839.24205
5997,148270,ba nk transfer,,44678.8495
5998,247271,debit card,Failed,44217.69458
5999,267025,Bank Transfer,Failed,45165.6377
6000,248846,Mobile Money,,44551.09281
6001,62044,Credit Card,FA ILED,45513.80664
6002,211467,Debit Card,Completed,45617.0177
6003,176089,PAYPAL,Failed,44825.9737
6004,180764,PayPal,failed,45572.97965
6005,22061,,FA ILED,44076.6181
6006,154247,Debit Card,COMPLETED,44384.03816
6007,17210,Credit Card,Pending,45265.22551
6008,283686,PayPal,Failed,44128.85683
6009,213477,mo bile money,Failed,45058.80722
6010,220405,DE BIT CARD,pe nding,44492.40479
6011,216596,Credit Card,Completed,44858.09548
6012,138586,PAYPAL,Completed,45718.67708
6013,16515,mobile money,Failed,44807.79392
6014,55420,Debit Card,Failed,44455.11022
6015,235823,,Completed,45346.14523
6016,17196,,FA ILED,44479.9019
6017,217478,paypal,co mpleted,44780.59633
6018,230530,mobile money,Failed,44123.96848
6019,70545,credit card,Completed,44202.87427
6020,154811,,Failed,44379.97126
6021,172031,Debit Card,Completed,44276.00683
6022,141904,Bank Transfer,,45769.06862
6023,283021,Mobile Money,,45191.45351
6024,194320,PayPal,FA ILED,44349.08096
6025,96236,Bank Transfer,Completed,44942.07291
6026,240107,Debit Card,Pending,44206.53831
6027,30114,Bank Transfer,Completed,44207.20717
6028,123034,Credit Card,,44838.98593
6029,269215,PayPal,Failed,45191.07552
6030,211407,,Completed,45126.49343
6031,247207,Credit Card,completed,44516.34603
6032,90346,Mobile Money,,44010.01174
6033,4975,bank transfer,Completed,44955.40381
6034,106342,,,43928.18562
6035,38716,pa ypal,Failed,44189.20754
6036,141516,Credit Card,Pending,44887.01418
6037,254484,,COMPLETED,44424.77465
6038,204809,mobile money,,44752.08896
6039,246180,Credit Card,Failed,44396.35528
6040,225251,mobile money,,44966.67803
6041,111929,Credit Card,,45123.13924
6042,169718,PayPal,,44354.99038
6043,105956,Bank Transfer,,44387.3306
6044,134383,Mobile Money,,43870.29145
6045,252210,CREDIT CARD,Failed,44637.35611
6046,219047,Bank Transfer,Completed,44078.06531
6047,56848,Bank Transfer,Completed,44359.63339
6048,161272,Bank Transfer,Completed,45992.97111
6049,115752,de bit card,pe nding,45421.29116
6050,100710,,PENDING,44136.43088
6051,210636,DEBIT CARD,completed,45139.63689
6052,269499,Mobile Money,Failed,44439.24584
6053,77085,Credit Card,,45962.42982
6054,73227,DEBIT CARD,co mpleted,45131.7734
6055,196395,,Pending,44992.61321
6056,167869,PayPal,Failed,45383.93306
6057,230821,Bank Transfer,Completed,44598.35537
6058,33586,Mobile Money,,44984.34522
6059,168894,Mobile Money,Completed,45532.86156
6060,87174,Mobile Money,Completed,45709.36225
6061,234551,MOBILE MONEY,Completed,45113.55955
6062,118445,Debit Card,Completed,44132.91785
6063,75992,PayPal,Completed,44024.09036
6064,234781,BA NK TRANSFER,Completed,43921.21354
6065,41674,Debit Card,,45052.0075
6066,40761,PayPal,Failed,43908.16417
6067,27265,Mobile Money,,44852.70749
6068,205608,Credit Card,pe nding,44269.54733
6069,50916,mo bile money,Pending,45227.6793
6070,269010,Credit Card,,45458.42196
6071,152784,,Failed,44495.51936
6072,81787,CR EDIT CARD,Failed,45312.00196
6073,201491,,Failed,44898.9535
6074,251603,MOBILE MONEY,COMPLETED,43981.86424
6075,150780,Debit Card,Failed,45707.53019
6076,148010,PayPal,,44141.63175
6077,130544,,Failed,44667.18556
6078,209936,Bank Transfer,Pending,44284.76884
6079,172819,PAYPAL,Failed,45452.0668
6080,200260,Bank Transfer,Failed,44154.44655
6081,50979,Debit Card,pe nding,44590.16513
6082,217249,Mobile Money,Pending,45292.84051
6083,27822,PayPal,,44596.33245
6084,292467,,,43905.39654
6085,171861,DEBIT CARD,Pending,45292.31101
6086,123020,BANK TRANSFER,Pending,44745.39314
6087,227043,Credit Card,Failed,44718.71451
6088,69860,,Failed,44267.32225
6089,129433,Credit Card,Pending,45079.48081
6090,65943,Mobile Money,co mpleted,45663.64823
6091,252198,Bank Transfer,Completed,43896.73674
6092,109115,Credit Card,Pending,45921.26035
6093,256936,DEBIT CARD,,44085.13523
6094,240767,Debit Card,Failed,44583.44735
6095,177240,ba nk transfer,Pending,43925.45559
6096,264720,cr edit card,Failed,44840.45891
6097,117021,Mobile Money,Completed,45214.30238
6098,116321,,Pending,45650.31247
6099,227845,Debit Card,Failed,44706.35323
6100,296134,Mobile Money,Failed,44902.51419
6101,74771,Mobile Money,Pending,44253.33764
6102,33987,paypal,,44346.01713
6103,93632,,,45886.37651
6104,124148,DEBIT CARD,completed,45962.19178
6105,191603,Mobile Money,Completed,43831.86819
6106,295093,PayPal,pending,45796.65508
6107,199958,CR EDIT CARD,Completed,45760.71158
6108,215642,,Pending,45179.74046
6109,90575,PayPal,pe nding,45293.54834
6110,280404,MO BILE MONEY,Pending,45002.60965
6111,222983,Credit Card,Pending,45461.16801
6112,221040,mo bile money,Pending,43898.84577
6113,53745,Mobile Money,Pending,45447.33311
6114,142942,,Failed,45966.83808
6115,155408,PayPal,COMPLETED,45135.67424
6116,3318,,,44153.80296
6117,33410,,Failed,45967.90229
6118,134078,PayPal,,45996.48941
6119,2753,,FAILED,45658.35784
6120,247497,pa ypal,Completed,45747.01539
6121,23366,Mobile Money,CO MPLETED,44350.63565
6122,257560,Bank Transfer,,45685.07286
6123,141753,PayPal,Failed,45820.99944
6124,33085,Mobile Money,pending,44424.54458
6125,247364,,Failed,45950.15223
6126,135351,Bank Transfer,FA ILED,44852.18555
6127,281592,Mobile Money,,45288.30845
6128,278322,,Completed,45347.15189
6129,136826,,fa iled,45186.88304
6130,195511,,fa iled,44383.1942
6131,260540,PayPal,failed,44352.47168
6132,277727,Bank Transfer,Completed,45289.07947
6133,253564,PAYPAL,fa iled,45056.44582
6134,24483,Mobile Money,FA ILED,46016.24493
6135,133695,Credit Card,PENDING,45290.77234
6136,47244,ba nk transfer,Completed,44873.71957
6137,167014,Bank Transfer,Failed,44388.73441
6138,58844,Debit Card,,44847.54849
6139,18538,,,45254.76781
6140,1647,ba nk transfer,Completed,45370.31627
6141,285481,,Pending,45529.62256
6142,109007,,Completed,44924.0553
6143,286416,PayPal,Completed,44148.54827
6144,235177,,,44255.9327
6145,198008,,Completed,45911.01273
6146,75193,Mobile Money,Pending,45596.39535
6147,258914,,Pending,45359.97657
6148,156529,mobile money,,44323.09928
6149,137286,Bank Transfer,Pending,45319.63584
6150,168670,,Pending,45415.31261
6151,84877,mo bile money,Failed,45388.53119
6152,131714,Credit Card,,45595.83504
6153,72870,,,44400.52584
6154,256437,PAYPAL,,45236.77175
6155,106896,CR EDIT CARD,Completed,43953.43963
6156,282013,,FAILED,44735.10414
6157,152195,Mobile Money,CO MPLETED,45389.45568
6158,147709,DE BIT CARD,,45813.45686
6159,230121,cr edit card,,45413.19885
6160,95036,PayPal,,45139.23344
6161,275324,debit card,Failed,44843.82725
6162,112281,Debit Card,fa iled,44523.51803
6163,128970,Bank Transfer,Completed,44726.33206
6164,253562,bank transfer,Pending,44333.37486
6165,191233,,,45823.55754
6166,82541,mobile money,failed,45186.15048
6167,24261,Mobile Money,FAILED,44384.32814
6168,134956,Debit Card,COMPLETED,44624.74739
6169,249166,Credit Card,Pending,45281.39693
6170,215110,Credit Card,Pending,45034.91486
6171,233272,Bank Transfer,Pending,44072.15019
6172,244787,Mobile Money,Completed,45909.13882
6173,261926,Bank Transfer,Failed,44991.85279
6174,137923,ba nk transfer,co mpleted,44584.62374
6175,202315,,Failed,43983.48397
6176,94590,,failed,45813.9862
6177,153700,Bank Transfer,FA ILED,45025.47268
6178,271757,Mobile Money,co mpleted,45575.13051
6179,262227,,,44092.02488
6180,7489,Mobile Money,Completed,44403.28652
6181,211298,PayPal,,45070.66614
6182,196871,Debit Card,Pending,44348.46114
6183,162017,Credit Card,failed,44152.5739
6184,12578,PayPal,Completed,44658.61554
6185,222409,Bank Transfer,Failed,44450.51264
6186,157424,Bank Transfer,Completed,43946.42752
6187,86492,,Completed,45362.52815
6188,26511,DE BIT CARD,Completed,44866.65283
6189,63846,Bank Transfer,,45258.11573
6190,211081,PayPal,Completed,45150.1532
6191,40143,,Failed,44221.51124
6192,187642,bank transfer,PENDING,45918.82497
6193,251575,Bank Transfer,failed,43990.01919
6194,49248,,Completed,45216.82807
6195,191529,,,44681.39107
6196,133921,PayPal,,44428.98632
6197,46378,Mobile Money,Completed,45729.00108
6198,299732,Debit Card,Completed,45115.48776
6199,138627,Mobile Money,,45207.77979
6200,265749,PayPal,Completed,44545.45835
6201,242969,,Pending,45644.2049
6202,109992,DEBIT CARD,,44673.68731
6203,257157,,,45451.30096
6204,72464,Mobile Money,co mpleted,45132.24353
6205,191820,Credit Card,CO MPLETED,45884.05459
6206,259713,PayPal,FA ILED,45068.60502
6207,52883,MO BILE MONEY,Completed,45563.44296
6208,99448,Mobile Money,Failed,45031.81863
6209,121780,Mobile Money,,44942.73094
6210,113359,Credit Card,Pending,45763.37369
6211,278130,Credit Card,Failed,44554.69588
6212,252651,Bank Transfer,Completed,43929.5949
6213,107678,MOBILE MONEY,completed,44546.16197
6214,132267,Bank Transfer,failed,45454.29057
6215,89605,Debit Card,,44644.89059
6216,47185,PayPal,,45348.90902
6217,13588,Mobile Money,Pending,45139.49833
6218,3415,Debit Card,Completed,43963.00574
6219,242474,PayPal,Pending,45024.2243
6220,36642,Mobile Money,,44790.2789
6221,11907,Mobile Money,Completed,45412.90698
6222,62855,Bank Transfer,,44824.83065
6223,282309,cr edit card,,44027.36599
6224,131936,bank transfer,failed,45704.62192
6225,197392,Credit Card,Completed,44338.22266
6226,246697,Bank Transfer,Completed,45614.94429
6227,280207,Credit Card,Pending,45180.28795
6228,20842,Bank Transfer,Failed,45764.19136
6229,296965,,,44745.54621
6230,181677,Credit Card,Pending,45344.50376
6231,172285,Credit Card,PENDING,45583.06661
6232,56891,CR EDIT CARD,Completed,45983.13763
6233,18251,Mobile Money,Pending,44830.27266
6234,12727,Mobile Money,Pending,43942.48959
6235,138486,Mobile Money,Failed,44819.8359
6236,20999,Mobile Money,Failed,45968.84642
6237,49715,Debit Card,pending,44026.26902
6238,49308,Debit Card,Completed,44504.53292
6239,144152,Debit Card,Pending,45210.36097
6240,231396,PayPal,Failed,43905.54439
6241,103087,Credit Card,,44147.00298
6242,81858,,Pending,45375.98232
6243,213496,PayPal,,45399.32765
6244,29152,debit card,Completed,45069.09606
6245,112327,PayPal,Pending,44854.34838
6246,36608,Mobile Money,Completed,44826.07286
6247,204198,Bank Transfer,,45240.415
6248,60292,Credit Card,fa iled,45981.4415
6249,129483,Bank Transfer,pending,43933.56194
6250,190009,cr edit card,,44270.25786
6251,262794,Bank Transfer,pe nding,45341.53347
6252,7941,PayPal,COMPLETED,45138.74482
6253,224304,,Failed,44707.53804
6254,143348,Debit Card,Pending,45390.55613
6255,216214,Debit Card,Failed,44969.27073
6256,80211,,Failed,44112.03729
6257,118626,Credit Card,COMPLETED,44923.9044
6258,70485,Debit Card,Pending,45763.15295
6259,25985,Mobile Money,Failed,44702.58966
6260,265574,Debit Card,Completed,45031.94638
6261,81,,PE NDING,45616.82128
6262,94617,PayPal,Pending,44773.47265
6263,5885,Mobile Money,PENDING,45476.17023
6264,1937,,,44431.0036
6265,248363,Credit Card,Failed,44394.4904
6266,251306,Credit Card,CO MPLETED,45787.51406
6267,65708,PayPal,Failed,44934.47693
6268,35132,Mobile Money,Failed,45882.01888
6269,199051,,Failed,43989.36706
6270,117768,Credit Card,failed,45543.40667
6271,256718,Credit Card,Completed,45721.6679
6272,224951,Mobile Money,,44273.09847
6273,143084,PayPal,completed,46012.90006
6274,8877,Bank Transfer,,43867.90659
6275,220024,Credit Card,Failed,44876.83977
6276,159018,CREDIT CARD,,44737.06548
6277,89140,,,44300.29874
6278,52440,BA NK TRANSFER,pending,43847.90548
6279,157350,PayPal,pe nding,44160.82387
6280,228143,ba nk transfer,completed,43837.31891
6281,133114,Mobile Money,,45879.34505
6282,54020,MO BILE MONEY,,45965.97411
6283,102703,Debit Card,,44987.81478
6284,279925,Bank Transfer,Failed,45903.53711
6285,68000,PA YPAL,Pending,45163.63094
6286,204904,,Pending,44689.50409
6287,125304,,Pending,44790.52175
6288,165250,Bank Transfer,Pending,45428.09521
6289,27742,,PE NDING,44096.80723
6290,298115,PayPal,Pending,45303.14702
6291,117150,Credit Card,PENDING,45608.28593
6292,87685,Debit Card,fa iled,45075.62397
6293,183133,,,44895.48013
6294,175249,Mobile Money,,44751.98003
6295,257608,Debit Card,Completed,44607.70347
6296,263790,Debit Card,Failed,45760.78878
6297,162141,,Completed,45696.28498
6298,264232,PayPal,fa iled,45844.14958
6299,130500,Debit Card,,44715.73475
6300,220870,,Completed,44325.1125
6301,21869,Debit Card,Pending,45744.4042
6302,118662,,Failed,45282.66261
6303,158211,PayPal,FAILED,45218.06426
6304,228708,,PENDING,44328.50503
6305,146312,CR EDIT CARD,co mpleted,45451.37744
6306,230338,PayPal,Pending,44026.50486
6307,226768,BANK TRANSFER,Completed,45026.60343
6308,174794,,co mpleted,44261.09467
6309,186268,Credit Card,,44751.47663
6310,17234,PayPal,co mpleted,45700.37065
6311,190145,,Failed,45854.50079
6312,27454,PayPal,PENDING,44828.98317
6313,12402,de bit card,,45858.18745
6314,219701,Credit Card,COMPLETED,44379.98648
6315,61825,Bank Transfer,Completed,45267.83866
6316,54923,Debit Card,Pending,45132.66614
6317,289795,Mobile Money,FAILED,45195.45069
6318,117807,Bank Transfer,,45328.30317
6319,20950,,Pending,45216.35536
6320,12557,Debit Card,Failed,44164.07449
6321,38716,Bank Transfer,,45876.2734
6322,138871,,Pending,44358.71662
6323,126032,Bank Transfer,Pending,45176.03442
6324,43426,PayPal,pending,44833.50018
6325,48379,paypal,Failed,45879.11914
6326,62603,PayPal,pe nding,45578.95703
6327,124077,,Completed,44430.24916
6328,286507,,,45192.07097
6329,185555,credit card,Pending,45315.1306
6330,43726,Debit Card,Completed,44293.35946
6331,97951,BA NK TRANSFER,Failed,45611.34145
6332,92725,MO BILE MONEY,Pending,45835.93388
6333,289608,Credit Card,Completed,44449.72485
6334,51300,Credit Card,Completed,44927.89586
6335,140160,,Pending,45689.04749
6336,235801,Mobile Money,,43891.89592
6337,58646,Debit Card,Pending,44042.43262
6338,52390,Mobile Money,pe nding,44086.60913
6339,110946,paypal,,44887.06153
6340,48964,Debit Card,Completed,45885.95355
6341,76576,Mobile Money,Pending,44862.02795
6342,99805,Debit Card,Completed,45283.94447
6343,153441,Debit Card,,45445.25008
6344,140931,mobile money,Failed,44665.91823
6345,100569,ba nk transfer,,45926.01296
6346,178786,DE BIT CARD,completed,45312.92157
6347,37165,Debit Card,Failed,45536.59449
6348,208026,Mobile Money,Pending,44207.21592
6349,8115,Credit Card,Pending,45973.38476
6350,278829,,Completed,44590.13291
6351,183560,CREDIT CARD,Completed,45167.84924
6352,242105,,Failed,45672.90217
6353,29127,CR EDIT CARD,Completed,44425.31774
6354,56039,PayPal,Failed,44430.18947
6355,238887,Mobile Money,Completed,44155.15582
6356,278145,PayPal,Completed,44598.99186
6357,189697,Credit Card,Pending,45260.94417
6358,91951,Credit Card,FAILED,45204.46452
6359,92425,Debit Card,,45736.44906
6360,148703,Credit Card,Failed,45720.35431
6361,60450,bank transfer,Completed,45796.80961
6362,251272,Debit Card,Completed,44552.80938
6363,23998,BANK TRANSFER,failed,44829.43309
6364,3594,Credit Card,,45572.6694
6365,161146,BA NK TRANSFER,fa iled,45596.81687
6366,181902,Debit Card,,44100.33205
6367,76139,mo bile money,Pending,44037.18836
6368,245798,PAYPAL,Completed,45302.27926
6369,46534,PayPal,Failed,45455.55358
6370,223536,Credit Card,COMPLETED,45199.34042
6371,51337,PayPal,,44678.09885
6372,181750,Credit Card,,44896.20274
6373,197532,cr edit card,COMPLETED,44243.82281
6374,19167,Bank Transfer,Completed,45463.15614
6375,16017,Mobile Money,Failed,43865.76065
6376,32673,Credit Card,completed,45087.10612
6377,241055,,Completed,44141.96512
6378,231362,Bank Transfer,Pending,44001.70362
6379,7326,Bank Transfer,Completed,45179.84821
6380,71840,PayPal,Completed,44341.64392
6381,279712,Debit Card,Completed,44647.17252
6382,48556,Bank Transfer,pe nding,44114.57042
6383,254917,PayPal,Failed,44948.57383
6384,244822,Debit Card,,45119.29709
6385,96793,Mobile Money,Pending,45743.45095
6386,230712,Debit Card,,44898.62127
6387,20134,Debit Card,,44373.379
6388,112911,,,44730.64395
6389,31582,PayPal,,43881.18761
6390,225672,Debit Card,Completed,44501.22731
6391,164312,,Completed,44072.84271
6392,179552,pa ypal,Failed,45853.90025
6393,66521,,,44494.42318
6394,231386,,,45411.74532
6395,56316,Debit Card,,43883.48239
6396,25744,BA NK TRANSFER,Completed,45550.56006
6397,232297,,Failed,45068.91606
6398,8330,PA YPAL,Pending,43933.04892
6399,88842,Credit Card,fa iled,45006.15731
6400,159327,DEBIT CARD,Completed,45538.058
6401,130802,pa ypal,,44273.91707
6402,182257,,,45746.67423
6403,35137,,,45590.16209
6404,152622,paypal,Pending,45846.55584
6405,180904,Credit Card,,45459.2476
6406,15170,PA YPAL,CO MPLETED,44797.49711
6407,76144,Credit Card,Completed,45463.81988
6408,62097,Credit Card,FA ILED,45979.23304
6409,121528,Debit Card,Pending,45321.79295
6410,158859,mobile money,,45742.80736
6411,161430,Credit Card,,45601.44994
6412,217557,Bank Transfer,Failed,45291.83087
6413,228657,Bank Transfer,,45102.88481
6414,50039,,Pending,44196.18703
6415,192027,PayPal,Failed,43836.99367
6416,88781,PayPal,completed,45902.66343
6417,254135,Credit Card,FA ILED,45547.25285
6418,149045,Debit Card,pe nding,43916.73618
6419,32278,Credit Card,failed,44146.33607
6420,52189,Credit Card,Failed,44345.8668
6421,7865,Debit Card,FAILED,44330.27534
6422,14060,DE BIT CARD,,45967.9183
6423,225716,MOBILE MONEY,Completed,44867.45629
6424,55210,,Pending,44893.3087
6425,285835,PayPal,Pending,44324.15212
6426,268791,Debit Card,Failed,44099.62151
6427,67561,Debit Card,,44014.98129
6428,98074,PayPal,Pending,44583.32629
6429,11919,Bank Transfer,Completed,44285.36065
6430,195698,PA YPAL,co mpleted,45752.94808
6431,43902,Debit Card,Completed,45644.50083
6432,232201,debit card,Pending,45877.29845
6433,80367,PayPal,completed,45520.33677
6434,59688,mobile money,,44423.75597
6435,67399,Credit Card,Failed,45206.13006
6436,58173,MOBILE MONEY,,45925.99175
6437,133274,Bank Transfer,COMPLETED,45046.74692
6438,54123,Credit Card,Completed,45012.08028
6439,275430,Credit Card,pending,44649.27748
6440,218017,Credit Card,FAILED,44078.64536
6441,243627,Credit Card,FA ILED,45492.98671
6442,199298,paypal,FA ILED,44856.26096
6443,276246,Bank Transfer,FA ILED,45638.39161
6444,93317,Credit Card,failed,44047.88057
6445,17627,,,44599.65338
6446,136877,Mobile Money,Pending,44681.89502
6447,66181,Bank Transfer,pe nding,44269.61879
6448,177498,Mobile Money,Completed,45208.73428
6449,165199,Mobile Money,Pending,44415.69558
6450,30801,Debit Card,Completed,45877.6172
6451,136314,,,44649.80753
6452,173557,,failed,44400.42346
6453,276285,DE BIT CARD,,44161.74369
6454,36170,Credit Card,FAILED,45849.19266
6455,170581,Debit Card,pe nding,45703.1415
6456,295926,PayPal,,46003.84904
6457,109868,,Pending,44783.76757
6458,156987,cr edit card,Failed,45953.47831
6459,183331,Mobile Money,completed,45986.87359
6460,84022,Credit Card,Pending,45730.34269
6461,26013,Credit Card,Failed,45609.69579
6462,203457,,Pending,45405.47663
6463,9643,Debit Card,,43867.16784
6464,99095,PayPal,Completed,44018.74883
6465,95586,Debit Card,Failed,44727.96161
6466,45237,credit card,Pending,45511.96639
6467,182770,Credit Card,Failed,43858.93376
6468,202076,Bank Transfer,Completed,44605.61698
6469,85680,Debit Card,Pending,44270.11563
6470,185421,credit card,Completed,45312.04916
6471,240725,Debit Card,Completed,45405.75933
6472,232747,Debit Card,Completed,44828.05571
6473,1733,Credit Card,Completed,44835.6636
6474,244896,PA YPAL,Pending,45314.39899
6475,117303,Credit Card,Completed,45731.61453
6476,86951,PayPal,,44491.66968
6477,179712,debit card,Completed,44523.1504
6478,103937,,Failed,45859.04425
6479,47265,Credit Card,Pending,45063.90607
6480,228661,DE BIT CARD,,45857.96515
6481,249168,,FA ILED,45390.2169
6482,178476,Debit Card,pe nding,44763.14667
6483,199385,DE BIT CARD,Pending,45325.71742
6484,122798,PayPal,,44201.66697
6485,193175,PayPal,Pending,44466.90652
6486,642,PayPal,FA ILED,45982.47205
6487,263929,BANK TRANSFER,Pending,44862.66441
6488,58133,credit card,,43966.54118
6489,154807,Credit Card,,43943.89173
6490,193907,de bit card,Completed,45580.07021
6491,60942,paypal,Pending,45489.73755
6492,213781,PayPal,Failed,44056.56293
6493,124790,Bank Transfer,,45568.52803
6494,138976,,Pending,45108.09888
6495,209183,,Pending,44817.78603
6496,229992,Bank Transfer,Failed,45937.60787
6497,220158,PayPal,co mpleted,45265.72396
6498,204366,PayPal,Completed,44428.73697
6499,111904,Bank Transfer,Failed,44430.92649
6500,187805,Bank Transfer,,44534.27797
6501,49337,Debit Card,Failed,44535.54079
6502,298181,mo bile money,Pending,45461.73706
6503,281421,Credit Card,,45753.13142
6504,33695,credit card,Completed,45715.99904
6505,38420,Mobile Money,failed,45292.20355
6506,216994,mobile money,Completed,44084.36532
6507,19555,PayPal,Pending,45538.56708
6508,265242,,,45136.14753
6509,195596,,,45804.81794
6510,142924,Credit Card,,44966.26887
6511,245263,MOBILE MONEY,Pending,45587.91062
6512,170179,mo bile money,Pending,44045.67761
6513,47527,,Completed,44991.54336
6514,256617,Credit Card,Completed,44771.19661
6515,193112,Mobile Money,Completed,45872.87835
6516,30460,Bank Transfer,Pending,44486.5277
6517,20207,Bank Transfer,Failed,45273.27211
6518,24043,Debit Card,Pending,45927.47874
6519,95751,,pe nding,45526.54433
6520,103075,Mobile Money,COMPLETED,45787.98659
6521,96319,PayPal,Completed,44824.00868
6522,261994,pa ypal,pending,45274.7437
6523,169401,,Completed,43895.71853
6524,178364,Credit Card,PENDING,45036.19448
6525,212699,Debit Card,FAILED,45605.12984
6526,222243,Debit Card,Failed,45560.51799
6527,134202,Mobile Money,failed,45327.68824
6528,110356,Credit Card,Pending,44844.04333
6529,97444,PA YPAL,Failed,44982.5379
6530,226366,Bank Transfer,,43962.11541
6531,194238,PayPal,Pending,45578.00401
6532,6841,,Failed,45856.92333
6533,162335,Credit Card,Completed,44993.39369
6534,80110,Debit Card,PENDING,44490.57628
6535,274128,,Completed,44107.71361
6536,9981,bank transfer,CO MPLETED,45950.03865
6537,263326,de bit card,Completed,45968.63491
6538,136268,Credit Card,Pending,45184.36605
6539,270458,Bank Transfer,Failed,45905.51225
6540,25178,PayPal,Failed,44403.38594
6541,186265,BA NK TRANSFER,COMPLETED,44325.84749
6542,34354,MOBILE MONEY,fa iled,45845.084
6543,231986,,,45561.6871
6544,173453,CREDIT CARD,Failed,45569.95274
6545,110464,,Pending,43988.26361
6546,252543,BA NK TRANSFER,Failed,45856.56923
6547,252335,debit card,,43848.48671
6548,118439,Mobile Money,Failed,43929.25064
6549,148568,bank transfer,Completed,45344.71025
6550,276377,Credit Card,,43850.51984
6551,142487,,Failed,44586.64269
6552,52280,DE BIT CARD,Pending,45285.94942
6553,159286,Bank Transfer,,44216.22502
6554,68852,,Completed,44962.06522
6555,112566,Mobile Money,fa iled,45867.2116
6556,40069,,Failed,45738.12344
6557,59932,ba nk transfer,Completed,45302.79409
6558,257736,pa ypal,Pending,44653.6477
6559,130407,Credit Card,,44663.68882
6560,175458,Bank Transfer,Failed,44007.46055
6561,90232,,Failed,44771.24744
6562,68741,,Pending,44194.08102
6563,185405,Debit Card,Failed,45899.4746
6564,148245,,,44903.71624
6565,141423,PAYPAL,Pending,44520.77181
6566,67539,PayPal,Completed,45953.75728
6567,246498,Mobile Money,,45661.24361
6568,189863,Bank Transfer,Completed,45149.72227
6569,87833,Debit Card,failed,45128.77026
6570,100130,Mobile Money,Completed,45213.67244
6571,109571,Debit Card,Pending,44296.58533
6572,114470,Debit Card,Pending,45896.37902
6573,28211,PayPal,Pending,43861.9094
6574,241316,Credit Card,,44493.2324
6575,64790,CREDIT CARD,pending,44846.44116
6576,128067,PayPal,Completed,44814.27478
6577,44843,,Pending,44989.15162
6578,21209,Credit Card,PE NDING,44619.68731
6579,191514,,,45420.36773
6580,41054,credit card,Completed,44413.88269
6581,157900,paypal,Completed,44169.36913
6582,203594,Mobile Money,,43997.52144
6583,235694,Debit Card,,45613.50192
6584,148752,PayPal,Failed,45907.68749
6585,266978,Credit Card,Completed,45637.78068
6586,255046,Credit Card,FAILED,45272.1991
6587,58888,Credit Card,fa iled,45993.29414
6588,77987,,,44467.08936
6589,135874,DEBIT CARD,Pending,44363.93853
6590,60603,,pe nding,44932.33396
6591,260207,Mobile Money,Pending,44330.61004
6592,36419,DEBIT CARD,,44485.52102
6593,131033,bank transfer,FA ILED,43974.32479
6594,101821,,Failed,45592.61017
6595,228097,Credit Card,,45930.67921
6596,223868,Credit Card,Failed,43855.89666
6597,120977,PayPal,,45899.79086
6598,22555,Debit Card,,45687.63784
6599,65275,debit card,,44630.59077
6600,25186,Bank Transfer,,44231.28807
6601,71151,Bank Transfer,Pending,44372.09207
6602,172664,Bank Transfer,,45217.37388
6603,84749,,failed,45528.60147
6604,163725,Mobile Money,Failed,43942.59294
6605,179571,CR EDIT CARD,,44924.63245
6606,298857,,,45295.78115
6607,244076,CR EDIT CARD,,45437.43075
6608,277454,Bank Transfer,Pending,45352.92463
6609,286952,Bank Transfer,,45666.23988
6610,265066,mo bile money,Completed,43971.03466
6611,51259,Mobile Money,Completed,45437.97061
6612,266169,Bank Transfer,Completed,45352.50998
6613,183100,,Completed,43940.34243
6614,163838,,Failed,44423.81284
6615,257904,mobile money,,45482.43427
6616,295468,Credit Card,PENDING,44077.03337
6617,290403,PA YPAL,Pending,45976.30966
6618,24379,CREDIT CARD,PENDING,44048.03548
6619,195868,,completed,43932.90848
6620,18558,mo bile money,,43853.61003
6621,295557,ba nk transfer,Failed,44599.96029
6622,71108,MO BILE MONEY,Failed,45719.82664
6623,66347,Debit Card,Completed,45666.55839
6624,198771,,,46020.91093
6625,252744,Debit Card,,44568.31859
6626,20231,Credit Card,Pending,45511.49171
6627,192498,Credit Card,,45741.36158
6628,73430,PayPal,FA ILED,45059.39372
6629,245246,CREDIT CARD,,44658.62671
6630,87269,PAYPAL,PE NDING,45840.90228
6631,295817,MO BILE MONEY,Pending,45982.21997
6632,103914,,FAILED,44117.12079
6633,70393,PA YPAL,Completed,44039.38853
6634,293327,Mobile Money,Failed,44992.88074
6635,227346,PayPal,,44046.61331
6636,224416,,,44220.26579
6637,51766,Bank Transfer,Completed,44547.83326
6638,241764,Bank Transfer,,44376.96832
6639,136413,,Failed,44679.6175
6640,103732,de bit card,PENDING,45506.1234
6641,107150,,Failed,45124.64272
6642,251072,Debit Card,failed,45248.34651
6643,130587,DEBIT CARD,,44757.11366
